q,idx,orbit,type,rho,S,delta,firstHole
19,309,342,NMDS,4,"0,1,14,15,16,18",11,"1,10,5,5"
19,310,342,MDS,4,"0,1,14,15,16,18",18,"1,16,4,4"
19,311,342,MDS,4,"0,1,14,15,16,18",2,"1,3,11,11"
19,312,342,MDS,4,"0,1,14,15,16,18",1,"1,7,13,13"
19,313,342,MDS,4,"0,1,14,15,16,18",3,"1,10,5,5"
19,314,342,NMDS,4,"0,1,14,15,16,18",0,"1,10,5,5"
19,315,342,NMDS,4,"0,1,14,15,16,18",10,"1,10,5,5"
19,316,171,NMDS,4,"0,1,14,15,16,18",13,"1,7,13,13"
19,317,342,NMDS,4,"0,1,10,14,15,18",11,"1,13,16,16"
19,318,342,NMDS,4,"0,1,10,14,15,18",4,"1,13,16,16"
19,319,342,NMDS,4,"0,1,10,14,15,18",16,"1,13,16,16"
19,320,342,NMDS,4,"0,1,10,14,15,18",9,"1,15,5,5"
19,321,342,MDS,4,"0,1,10,14,15,18",2,"1,15,5,5"
19,322,342,NMDS,4,"0,1,10,14,15,18",14,"1,5,12,12"
19,323,342,NMDS,4,"0,1,10,14,15,18",7,"1,5,12,12"
19,324,342,NMDS,4,"0,1,10,14,15,18",0,"1,15,17,17"
19,325,342,MDS,4,"0,1,10,14,15,18",12,"1,13,16,16"
19,326,342,NMDS,4,"0,1,10,14,15,18",5,"1,13,16,16"
19,327,342,MDS,4,"0,1,10,14,15,18",17,"1,13,16,16"
19,328,342,NMDS,4,"0,1,10,14,15,18",10,"1,9,3,3"
19,329,342,MDS,4,"0,1,10,14,15,18",3,"1,13,16,16"
19,330,342,NMDS,4,"0,1,10,14,15,18",15,"1,5,12,12"
19,331,342,MDS,4,"0,1,10,14,15,18",8,"1,16,4,4"
19,332,342,NMDS,4,"0,1,10,14,15,18",1,"1,16,4,4"
19,333,342,NMDS,4,"0,1,10,14,15,18",13,"1,16,5,8"
19,334,342,NMDS,4,"0,1,10,14,15,18",6,"1,13,16,16"
19,335,342,MDS,4,"0,1,10,14,15,18",18,"1,5,12,12"
19,336,342,NMDS,4,"0,1,2,5,12,13",11,"1,11,15,15"
19,337,342,MDS,4,"0,1,2,5,12,13",10,"1,11,15,15"
19,338,114,NMDS,4,"0,1,2,5,12,13",7,"1,5,5,12"
19,339,342,MDS,4,"0,1,2,5,12,13",12,"1,8,2,2"
19,340,342,NMDS,4,"0,1,2,5,12,13",1,"1,3,15,15"
19,341,342,NMDS,4,"0,1,2,5,12,13",14,"1,11,15,15"
19,342,342,NMDS,4,"0,1,2,5,12,13",0,"1,8,2,2"
19,343,342,NMDS,4,"0,1,10,11,12,15",9,"1,13,17,17"
19,344,342,NMDS,4,"0,1,10,11,12,15",4,"1,4,2,2"
19,345,342,NMDS,4,"0,1,10,11,12,15",18,"1,1,10,10"
19,346,342,NMDS,4,"0,1,10,11,12,15",13,"1,1,10,10"
19,347,342,NMDS,4,"0,1,10,11,12,15",8,"1,4,2,2"
19,348,342,NMDS,4,"0,1,10,11,12,15",3,"1,1,10,10"
19,349,342,NMDS,4,"0,1,10,11,12,15",17,"1,1,10,10"
19,350,342,NMDS,4,"0,1,10,11,12,15",12,"1,1,10,10"
19,351,342,NMDS,4,"0,1,10,11,12,15",7,"1,4,2,2"
19,352,342,NMDS,4,"0,1,10,11,12,15",2,"1,9,17,17"
19,353,342,NMDS,4,"0,1,10,11,12,15",16,"1,1,12,12"
19,354,342,NMDS,4,"0,1,10,11,12,15",11,"1,13,1,13"
19,355,342,NMDS,4,"0,1,10,11,12,15",6,"1,1,10,10"
19,356,342,MDS,4,"0,1,10,11,12,15",1,"1,4,2,2"
19,357,342,MDS,4,"0,1,10,11,12,15",15,"1,14,7,7"
19,358,342,MDS,4,"0,1,10,11,12,15",10,"1,1,10,10"
19,359,342,NMDS,4,"0,1,10,11,12,15",5,"1,7,9,9"
19,360,342,NMDS,4,"0,1,10,11,12,15",0,"1,16,7,7"
19,361,342,NMDS,4,"0,1,10,11,12,15",14,"1,1,10,10"
19,362,342,MDS,4,"0,1,10,11,13,15",13,"1,1,11,11"
19,363,342,NMDS,4,"0,1,10,11,13,15",11,"1,11,10,10"
19,364,342,NMDS,4,"0,1,10,11,13,15",9,"1,15,5,5"
19,365,342,NMDS,4,"0,1,10,11,13,15",7,"1,2,4,2"
19,366,342,NMDS,4,"0,1,10,11,13,15",5,"1,15,5,5"
19,367,342,NMDS,4,"0,1,10,11,13,15",3,"1,16,5,5"
19,368,342,NMDS,4,"0,1,10,11,13,15",1,"1,11,10,10"
19,369,342,MDS,4,"0,1,10,11,13,15",18,"1,11,10,10"
19,370,342,NMDS,4,"0,1,10,11,13,15",16,"1,10,16,16"
19,371,342,NMDS,4,"0,1,10,11,13,15",14,"1,11,10,10"
19,372,342,NMDS,4,"0,1,10,11,13,15",12,"1,15,5,5"
19,373,342,NMDS,4,"0,1,10,11,13,15",10,"1,18,8,8"
19,374,342,NMDS,4,"0,1,10,11,13,15",8,"1,11,10,10"
19,375,342,NMDS,4,"0,1,10,11,13,15",6,"1,15,5,5"
19,376,342,NMDS,4,"0,1,10,11,13,15",4,"1,11,10,10"
19,377,342,NMDS,4,"0,1,10,11,13,15",2,"1,16,5,5"
19,378,342,NMDS,4,"0,1,10,11,13,15",0,"1,16,5,5"
19,379,342,NMDS,4,"0,1,10,11,13,15",17,"1,11,10,10"
19,380,342,NMDS,4,"0,1,10,11,13,15",15,"1,1,11,11"
19,381,342,NMDS,4,"0,1,10,13,14,16",12,"1,1,10,10"
19,382,342,NMDS,4,"0,1,10,13,14,16",14,"1,10,5,5"
19,383,342,MDS,4,"0,1,10,13,14,16",16,"1,6,11,11"
19,384,342,NMDS,4,"0,1,10,13,14,16",18,"1,15,5,5"
19,385,342,NMDS,4,"0,1,10,13,14,16",1,"1,10,5,5"
19,386,342,MDS,4,"0,1,10,13,14,16",3,"1,10,5,5"
19,387,342,NMDS,4,"0,1,10,13,14,16",5,"1,10,5,5"
19,388,342,NMDS,4,"0,1,10,13,14,16",7,"1,7,2,7"
19,389,342,NMDS,4,"0,1,10,13,14,16",9,"1,1,10,10"
19,390,342,NMDS,4,"0,1,10,13,14,16",11,"1,15,5,5"
19,391,342,MDS,4,"0,1,10,13,14,16",13,"1,1,10,10"
19,392,342,NMDS,4,"0,1,10,13,14,16",15,"1,10,16,16"
19,393,342,NMDS,4,"0,1,10,13,14,16",17,"1,15,5,5"
19,394,342,MDS,4,"0,1,10,13,14,16",0,"1,1,10,10"
19,395,342,NMDS,4,"0,1,10,13,14,16",2,"1,1,10,10"
19,396,342,NMDS,4,"0,1,10,13,14,16",4,"1,10,5,5"
19,397,342,NMDS,4,"0,1,10,13,14,16",6,"1,10,5,5"
19,398,342,NMDS,4,"0,1,10,13,14,16",8,"1,15,5,5"
19,399,342,NMDS,4,"0,1,10,13,14,16",10,"1,17,12,12"
19,400,342,NMDS,4,"0,1,2,3,10,17",3,"1,14,7,7"
19,401,342,NMDS,4,"0,1,2,3,10,17",8,"1,1,10,10"
19,402,342,NMDS,4,"0,1,2,3,10,17",13,"1,1,10,10"
19,403,342,NMDS,4,"0,1,2,3,10,17",18,"1,5,4,4"
19,404,342,NMDS,4,"0,1,2,3,10,17",4,"1,14,7,7"
19,405,342,NMDS,4,"0,1,2,3,10,17",9,"1,2,1,13"
19,406,342,NMDS,4,"0,1,2,3,10,17",14,"1,14,7,7"
19,407,342,NMDS,4,"0,1,2,3,10,17",0,"1,1,10,10"
19,408,342,NMDS,4,"0,1,2,3,10,17",5,"1,5,4,4"
19,409,342,NMDS,4,"0,1,2,3,10,17",10,"1,5,4,4"
19,410,342,NMDS,4,"0,1,2,3,10,17",15,"1,14,7,7"
19,411,342,NMDS,4,"0,1,2,3,10,17",1,"1,6,3,3"
19,412,342,NMDS,4,"0,1,2,3,10,17",6,"1,1,10,10"
19,413,342,NMDS,4,"0,1,2,3,10,17",11,"1,1,10,10"
19,414,342,MDS,4,"0,1,2,3,10,17",16,"1,5,4,4"
19,415,342,NMDS,4,"0,1,2,3,10,17",2,"1,13,4,4"
19,416,342,MDS,4,"0,1,2,3,10,17",7,"1,1,10,10"
19,417,342,NMDS,4,"0,1,2,3,10,17",12,"1,1,10,10"
19,418,342,MDS,4,"0,1,2,3,10,17",17,"1,1,10,10"
19,419,342,NMDS,4,"0,1,11,12,13,18",10,"1,14,2,2"
19,420,342,NMDS,4,"0,1,11,12,13,18",0,"1,13,8,8"
19,421,342,NMDS,4,"0,1,11,12,13,18",12,"1,13,8,8"
19,422,342,NMDS,4,"0,1,11,12,13,18",14,"1,10,2,2"
19,423,342,MDS,4,"0,1,11,12,13,18",15,"1,13,8,8"
19,424,342,MDS,4,"0,1,11,12,13,18",8,"1,5,13,17"
19,425,342,MDS,4,"0,1,11,12,13,18",1,"1,9,17,17"
19,426,342,NMDS,4,"0,1,11,12,13,18",13,"1,9,17,17"
19,427,342,NMDS,4,"0,1,11,12,13,18",11,"1,9,17,17"
19,428,171,MDS,4,"0,1,11,12,13,18",18,"1,18,14,14"
19,429,342,NMDS,4,"0,1,11,14,15,18",2,"1,16,8,8"
19,430,342,NMDS,4,"0,1,11,14,15,18",15,"1,17,5,12"
19,431,342,NMDS,4,"0,1,11,14,15,18",9,"1,14,13,13"
19,432,342,MDS,4,"0,1,11,14,15,18",3,"1,18,9,9"
19,433,342,NMDS,4,"0,1,11,14,15,18",16,"1,13,8,8"
19,434,342,NMDS,4,"0,1,11,14,15,18",10,"1,1,10,10"
19,435,342,MDS,4,"0,1,11,14,15,18",4,"1,15,5,5"
19,436,342,MDS,4,"0,1,11,14,15,18",17,"1,1,10,10"
19,437,342,NMDS,4,"0,1,11,14,15,18",11,"1,1,10,10"
19,438,342,NMDS,4,"0,1,11,14,15,18",5,"1,16,8,8"
19,439,342,MDS,4,"0,1,11,14,15,18",18,"1,18,9,9"
19,440,342,NMDS,4,"0,1,11,14,15,18",12,"1,1,10,10"
19,441,342,NMDS,4,"0,1,11,14,15,18",6,"1,15,5,5"
19,442,342,NMDS,4,"0,1,11,14,15,18",0,"1,18,9,9"
19,443,342,NMDS,4,"0,1,11,14,15,18",13,"1,1,10,10"
19,444,342,NMDS,4,"0,1,11,14,15,18",7,"1,16,8,8"
19,445,342,MDS,4,"0,1,11,14,15,18",1,"1,14,13,13"
19,446,342,NMDS,4,"0,1,11,14,15,18",14,"1,1,10,10"
19,447,342,NMDS,4,"0,1,11,14,15,18",8,"1,1,10,10"
19,448,342,NMDS,4,"0,1,11,15,16,17",5,"1,18,4,4"
19,449,342,NMDS,4,"0,1,11,15,16,17",10,"1,9,4,4"
19,450,342,NMDS,4,"0,1,11,15,16,17",15,"1,16,4,4"
19,451,342,MDS,4,"0,1,11,15,16,17",1,"1,10,12,12"
19,452,342,NMDS,4,"0,1,11,15,16,17",6,"1,13,14,14"
19,453,342,MDS,4,"0,1,11,15,16,17",11,"1,12,3,3"
19,454,342,NMDS,4,"0,1,11,15,16,17",16,"1,16,4,4"
19,455,342,MDS,4,"0,1,11,15,16,17",2,"1,10,12,12"
19,456,342,NMDS,4,"0,1,11,15,16,17",7,"1,9,4,4"
19,457,342,NMDS,4,"0,1,11,15,16,17",12,"1,10,12,12"
19,458,342,NMDS,4,"0,1,11,15,16,17",17,"1,16,4,4"
19,459,342,MDS,4,"0,1,11,15,16,17",3,"1,3,3,11"
19,460,342,NMDS,4,"0,1,11,15,16,17",8,"1,16,4,4"
19,461,342,NMDS,4,"0,1,11,15,16,17",13,"1,9,4,4"
19,462,342,NMDS,4,"0,1,11,15,16,17",18,"1,16,4,4"
19,463,342,NMDS,4,"0,1,11,15,16,17",4,"1,10,12,12"
19,464,342,NMDS,4,"0,1,11,15,16,17",9,"1,16,4,4"
19,465,342,NMDS,4,"0,1,11,15,16,17",14,"1,16,4,4"
19,466,342,MDS,4,"0,1,11,15,16,17",0,"1,6,9,9"
19,467,342,MDS,4,"0,1,11,14,16,18",1,"1,8,7,7"
19,468,342,NMDS,4,"0,1,11,14,16,18",16,"1,8,13,13"
19,469,342,NMDS,4,"0,1,11,14,16,18",12,"1,7,16,16"
19,470,342,NMDS,4,"0,1,11,14,16,18",8,"1,8,13,13"
19,471,342,MDS,4,"0,1,11,14,16,18",4,"1,5,3,1"
19,472,342,NMDS,4,"0,1,11,14,16,18",0,"1,8,13,13"
19,473,342,NMDS,4,"0,1,11,14,16,18",15,"1,7,16,16"
19,474,342,NMDS,4,"0,1,11,14,16,18",11,"1,8,13,13"
19,475,342,NMDS,4,"0,1,11,14,16,18",7,"1,7,16,16"
19,476,342,NMDS,4,"0,1,11,14,16,18",3,"1,8,13,13"
19,477,342,MDS,4,"0,1,11,14,16,18",18,"1,7,16,16"
19,478,342,NMDS,4,"0,1,11,14,16,18",14,"1,7,16,16"
19,479,342,NMDS,4,"0,1,11,14,16,18",10,"1,1,16,16"
19,480,342,NMDS,4,"0,1,11,14,16,18",6,"1,7,16,16"
19,481,342,MDS,4,"0,1,11,14,16,18",2,"1,7,16,16"
19,482,342,NMDS,4,"0,1,11,14,16,18",17,"1,5,2,2"
19,483,342,NMDS,4,"0,1,11,14,16,18",13,"1,18,14,14"
19,484,342,NMDS,4,"0,1,11,14,16,18",9,"1,18,14,14"
19,485,342,NMDS,4,"0,1,11,14,16,18",5,"1,7,16,16"
19,486,342,NMDS,4,"0,1,10,11,12,17",10,"1,5,12,12"
19,487,342,NMDS,4,"0,1,10,11,12,17",4,"1,5,12,12"
19,488,342,MDS,4,"0,1,10,11,12,17",17,"1,13,17,17"
19,489,342,NMDS,4,"0,1,10,11,12,17",11,"1,15,17,17"
19,490,342,NMDS,4,"0,1,10,11,12,17",5,"1,15,7,15"
19,491,342,NMDS,4,"0,1,10,11,12,17",18,"1,3,11,11"
19,492,342,NMDS,4,"0,1,10,11,12,17",12,"1,3,11,11"
19,493,342,MDS,4,"0,1,10,11,12,17",6,"1,3,11,11"
19,494,342,NMDS,4,"0,1,10,11,12,17",0,"1,3,11,11"
19,495,342,NMDS,4,"0,1,10,11,12,17",13,"1,3,11,11"
19,496,342,MDS,4,"0,1,10,11,12,17",7,"1,3,11,11"
19,497,342,NMDS,4,"0,1,10,11,12,17",1,"1,15,5,5"
19,498,342,NMDS,4,"0,1,10,11,12,17",14,"1,5,12,12"
19,499,342,NMDS,4,"0,1,10,11,12,17",8,"1,3,11,11"
19,500,342,NMDS,4,"0,1,10,11,12,17",2,"1,15,5,5"
19,501,342,MDS,4,"0,1,10,11,12,17",15,"1,13,17,17"
19,502,342,NMDS,4,"0,1,10,11,12,17",9,"1,15,17,17"
19,503,342,NMDS,4,"0,1,10,11,12,17",3,"1,3,11,11"
19,504,342,MDS,4,"0,1,10,11,12,17",16,"1,3,11,11"
19,505,342,NMDS,4,"0,1,10,12,13,15",13,"1,13,10,10"
19,506,342,NMDS,4,"0,1,10,12,13,15",7,"1,13,17,17"
19,507,342,MDS,4,"0,1,10,12,13,15",1,"1,18,6,6"
19,508,342,NMDS,4,"0,1,10,12,13,15",14,"1,11,10,10"
19,509,342,NMDS,4,"0,1,10,12,13,15",8,"1,11,10,10"
19,510,342,NMDS,4,"0,1,10,12,13,15",2,"1,18,6,6"
19,511,342,MDS,4,"0,1,10,12,13,15",15,"1,13,10,10"
19,512,342,NMDS,4,"0,1,10,12,13,15",9,"1,5,10,5"
19,513,342,NMDS,4,"0,1,10,12,13,15",3,"1,4,16,16"
19,514,342,NMDS,4,"0,1,10,12,13,15",16,"1,11,10,10"
19,515,342,NMDS,4,"0,1,10,12,13,15",10,"1,11,10,10"
19,516,342,NMDS,4,"0,1,10,12,13,15",4,"1,4,16,16"
19,517,342,MDS,4,"0,1,10,12,13,15",17,"1,11,10,10"
19,518,342,NMDS,4,"0,1,10,12,13,15",11,"1,18,6,6"
19,519,342,NMDS,4,"0,1,10,12,13,15",5,"1,13,14,14"
19,520,342,NMDS,4,"0,1,10,12,13,15",18,"1,11,10,10"
19,521,342,MDS,4,"0,1,10,12,13,15",12,"1,13,17,17"
19,522,342,NMDS,4,"0,1,10,12,13,15",6,"1,11,10,10"
19,523,342,NMDS,4,"0,1,10,12,13,15",0,"1,11,10,10"
19,524,342,NMDS,4,"0,1,2,10,13,17",14,"1,7,15,15"
19,525,342,MDS,4,"0,1,2,10,13,17",7,"1,15,13,13"
19,526,342,NMDS,4,"0,1,2,10,13,17",0,"1,12,5,5"
19,527,342,NMDS,4,"0,1,2,10,13,17",12,"1,15,13,13"
19,528,342,NMDS,4,"0,1,2,10,13,17",5,"1,1,13,13"
19,529,342,MDS,4,"0,1,2,10,13,17",17,"1,12,5,5"
19,530,342,NMDS,4,"0,1,2,10,13,17",10,"1,1,13,13"
19,531,342,NMDS,4,"0,1,2,10,13,17",3,"1,1,13,13"
19,532,342,NMDS,4,"0,1,2,10,13,17",15,"1,4,4,2"
19,533,342,NMDS,4,"0,1,2,10,13,17",8,"1,1,13,13"
19,534,342,NMDS,4,"0,1,2,10,13,17",1,"1,5,8,8"
19,535,342,NMDS,4,"0,1,2,10,13,17",13,"1,1,13,13"
19,536,342,NMDS,4,"0,1,2,10,13,17",6,"1,5,8,8"
19,537,342,NMDS,4,"0,1,2,10,13,17",18,"1,5,8,8"
19,538,342,NMDS,4,"0,1,2,10,13,17",11,"1,1,11,11"
19,539,342,NMDS,4,"0,1,2,10,13,17",4,"1,1,13,13"
19,540,342,NMDS,4,"0,1,2,10,13,17",16,"1,1,11,11"
19,541,342,NMDS,4,"0,1,2,10,13,17",9,"1,15,13,13"
19,542,342,NMDS,4,"0,1,2,10,13,17",2,"1,1,13,13"
19,543,342,NMDS,4,"0,1,2,10,15,18",10,"1,14,7,7"
19,544,342,NMDS,4,"0,1,2,10,15,18",13,"1,13,16,16"
19,545,342,NMDS,4,"0,1,2,10,15,18",16,"1,13,16,16"
19,546,342,NMDS,4,"0,1,2,10,15,18",0,"1,15,17,17"
19,547,342,NMDS,4,"0,1,2,10,15,18",3,"1,15,17,17"
19,548,342,NMDS,4,"0,1,2,10,15,18",6,"1,7,17,17"
19,549,342,NMDS,4,"0,1,2,10,15,18",9,"1,5,8,8"
19,550,342,NMDS,4,"0,1,2,10,15,18",12,"1,3,17,17"
19,551,342,NMDS,4,"0,1,2,10,15,18",15,"1,16,10,16"
19,552,342,NMDS,4,"0,1,2,10,15,18",18,"1,13,16,16"
19,553,342,NMDS,4,"0,1,2,10,15,18",2,"1,15,17,17"
19,554,342,NMDS,4,"0,1,2,10,15,18",5,"1,13,16,16"
19,555,342,NMDS,4,"0,1,2,10,15,18",8,"1,13,16,16"
19,556,342,NMDS,4,"0,1,2,10,15,18",11,"1,13,16,16"
19,557,342,NMDS,4,"0,1,2,10,15,18",14,"1,10,16,16"
19,558,342,NMDS,4,"0,1,2,10,15,18",17,"1,13,16,16"
19,559,342,NMDS,4,"0,1,2,10,15,18",1,"1,15,17,17"
19,560,342,MDS,4,"0,1,2,10,15,18",4,"1,13,16,16"
19,561,342,NMDS,4,"0,1,2,10,15,18",7,"1,15,17,17"
19,562,342,NMDS,4,"0,1,10,11,14,15",10,"1,18,14,14"
19,563,342,NMDS,4,"0,1,10,11,14,15",7,"1,18,14,14"
19,564,342,MDS,4,"0,1,10,11,14,15",4,"1,17,16,16"
19,565,342,NMDS,4,"0,1,10,11,14,15",1,"1,10,2,2"
19,566,342,NMDS,4,"0,1,10,11,14,15",17,"1,18,14,14"
19,567,342,MDS,4,"0,1,10,11,14,15",14,"1,4,6,6"
19,568,342,NMDS,4,"0,1,10,11,14,15",11,"1,18,14,14"
19,569,342,NMDS,4,"0,1,10,11,14,15",8,"1,18,8,8"
19,570,342,NMDS,4,"0,1,10,11,14,15",5,"1,10,2,2"
19,571,342,NMDS,4,"0,1,10,11,14,15",2,"1,2,8,8"
19,572,342,MDS,4,"0,1,10,11,14,15",18,"1,2,8,8"
19,573,342,NMDS,4,"0,1,10,11,14,15",15,"1,10,2,2"
19,574,342,NMDS,4,"0,1,10,11,14,15",12,"1,18,14,14"
19,575,342,MDS,4,"0,1,10,11,14,15",9,"1,9,18,9"
19,576,342,NMDS,4,"0,1,10,11,14,15",6,"1,10,2,2"
19,577,342,NMDS,4,"0,1,10,11,14,15",3,"1,10,2,2"
19,578,342,MDS,4,"0,1,10,11,14,15",0,"1,18,14,14"
19,579,342,NMDS,4,"0,1,10,11,14,15",16,"1,2,8,8"
19,580,342,MDS,4,"0,1,10,11,14,15",13,"1,15,16,16"
19,581,342,MDS,4,"0,1,11,13,14,15",13,"1,3,10,12"
19,582,342,NMDS,4,"0,1,11,13,14,15",10,"1,13,16,16"
19,583,342,NMDS,4,"0,1,11,13,14,15",7,"1,9,14,14"
19,584,342,NMDS,4,"0,1,11,13,14,15",4,"1,10,16,16"
19,585,342,NMDS,4,"0,1,11,13,14,15",1,"1,13,16,16"
19,586,342,MDS,4,"0,1,11,13,14,15",17,"1,16,8,8"
19,587,342,NMDS,4,"0,1,11,13,14,15",14,"1,2,10,10"
19,588,342,NMDS,4,"0,1,11,13,14,15",11,"1,13,16,16"
19,589,342,NMDS,4,"0,1,11,13,14,15",8,"1,13,16,16"
19,590,342,NMDS,4,"0,1,11,13,14,15",5,"1,13,16,16"
19,591,342,NMDS,4,"0,1,11,13,14,15",2,"1,16,8,8"
19,592,342,MDS,4,"0,1,11,13,14,15",18,"1,13,16,16"
19,593,342,NMDS,4,"0,1,11,13,14,15",15,"1,16,4,4"
19,594,342,NMDS,4,"0,1,11,13,14,15",12,"1,13,16,16"
19,595,342,NMDS,4,"0,1,11,13,14,15",9,"1,1,13,13"
19,596,342,NMDS,4,"0,1,11,13,14,15",6,"1,13,16,16"
19,597,342,MDS,4,"0,1,11,13,14,15",3,"1,16,8,8"
19,598,342,NMDS,4,"0,1,11,13,14,15",0,"1,1,13,13"
19,599,342,NMDS,4,"0,1,11,13,14,15",16,"1,9,14,14"
19,600,342,MDS,4,"0,1,10,12,15,17",15,"1,8,5,5"
19,601,342,MDS,4,"0,1,10,12,15,17",17,"1,13,17,17"
19,602,342,MDS,4,"0,1,10,12,15,17",0,"1,13,17,17"
19,603,342,MDS,4,"0,1,10,12,15,17",2,"1,14,10,10"
19,604,342,NMDS,4,"0,1,10,12,15,17",4,"1,7,15,15"
19,605,342,NMDS,4,"0,1,10,12,15,17",6,"1,17,12,12"
19,606,342,NMDS,4,"0,1,10,12,15,17",8,"1,10,16,16"
19,607,342,NMDS,4,"0,1,10,12,15,17",10,"1,14,16,16"
19,608,342,MDS,4,"0,1,10,12,15,17",12,"1,7,7,13"
19,609,342,NMDS,4,"0,1,10,12,15,17",14,"1,10,12,12"
19,610,342,NMDS,4,"0,1,10,12,15,17",16,"1,10,16,16"
19,611,342,NMDS,4,"0,1,10,12,15,17",18,"1,10,16,16"
